z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
31,45,76Ga,0,31,s,0.8,β⁻,100.0,,6910.0,1.95
31,44,75Ga,0,126,s,2,β⁻,100.0,,3390.0,0.672
31,41,72Ga,0,14.025,h,0.058,β⁻,100.0,,3990.0,0.821
31,47,78Ga,0,5.09,s,0.05,β⁻,100.0,,8150.0,3.68
31,46,77Ga,0,13.2,s,0.2,β⁻,100.0,,5220.0,2.42
31,49,80Ga,0,1.9,s,0.1,β⁻,100.0,,10300.0,3.54
31,48,79Ga,0,2.848,s,0.003,β⁻,100.0,,6970.0,37.1
31,39,70Ga,0,21.14,m,0.03,β⁻,99.59,0.05,1650.0,1.45
32,45,77Ge,0,11.211,h,0.003,β⁻,100.0,,2700.0,1.69
32,46,78Ge,0,87,m,1,β⁻,100.0,,954.0,10.3
32,43,75Ge,0,82.78,m,0.06,β⁻,100.0,,1170.0,0.885
32,49,81Ge,0,6.4,s,0.2,β⁻,100.0,,6240.0,3.34
32,47,79Ge,0,18.97,s,0.04,β⁻,100.0,,4100.0,37.4
32,48,80Ge,0,29.5,s,0.4,β⁻,100.0,,2670.0,3.91
32,56,88Ge,0,61,ms,6,β⁻,100.0,,10900.0,447.0
32,54,86Ge,0,226,ms,21,β⁻,100.0,,9560.0,437.0
32,55,87Ge,0,103,ms,4,β⁻,100.0,,12000.0,300.0
32,52,84Ge,0,952,ms,8,β⁻,100.0,,7700.0,4.47
32,53,85Ge,0,514,ms,17,β⁻,100.0,,10000.0,4.83
32,50,82Ge,0,4.48,s,0.31,β⁻,100.0,,4690.0,4.34
32,51,83Ge,0,1.85,s,0.06,β⁻,100.0,,8690.0,3.69
33,50,83As,0,14.1,s,1.1,β⁻,100.0,,5670.0,4.12
33,55,88As,0,200,ms,+200-90,β⁻,100.0,,13400.0,200.0
33,53,86As,0,944,ms,8,β⁻,100.0,,11500.0,4.26
33,54,87As,0,484,ms,26,β⁻,100.0,,10800.0,3.72
33,51,84As,0,3.16,s,0.58,β⁻,100.0,,10000.0,3.72
33,52,85As,0,2.023,s,0.007,β⁻,100.0,,9220.0,4.03
33,46,79As,0,9.01,m,0.15,β⁻,100.0,,2280.0,5.32
33,47,80As,0,15.2,s,0.2,β⁻,100.0,,5540.0,3.44
33,44,77As,0,38.79,h,0.04,β⁻,100.0,,683.0,1.69
33,45,78As,0,90.7,m,0.2,β⁻,100.0,,4200.0,9.78
33,43,76As,0,26.24,h,0.09,β⁻,100.0,,2960.0,0.886
33,41,74As,0,17.78,d,0.04,β⁻,34.0,2.0,1350.0,1.69
33,48,81As,0,33.3,s,0.8,β⁻,100.0,,3850.0,2.8
33,49,82As,0,19.1,s,0.5,β⁻,100.0,,7480.0,3.75
34,50,84Se,0,3.3,m,0.1,β⁻,100.0,,1830.0,25.7
34,51,85Se,0,32.9,s,0.3,β⁻,100.0,,6160.0,4.03
34,56,90Se,0,195,ms,+95-65,β⁻,100.0,,8200.0,329.0
34,57,91Se,0,270,ms,50,β⁻,100.0,,10500.0,433.0
34,54,88Se,0,1.51,s,0.03,β⁻,100.0,,6830.0,4.61
34,55,89Se,0,0.41,s,0.03,β⁻,100.0,,9280.0,4.95
34,52,86Se,0,14.3,s,0.3,β⁻,100.0,,5120.0,3.97
34,53,87Se,0,5.51,s,0.12,β⁻,100.0,,7460.0,3.87
34,47,81Se,0,18.5,m,0.1,β⁻,100.0,,1580.0,1.37
34,45,79Se,0,3.27e+05,y,2.86e+04,β⁻,100.0,,150.0,1.01
34,49,83Se,0,22.25,m,0.05,β⁻,100.0,,3670.0,4.83
35,52,87Br,0,55.68,s,0.12,β⁻,100.0,,6810.0,3.18
35,51,86Br,0,55.1,s,0.4,β⁻,100.0,,7630.0,3.07
35,50,85Br,0,2.94,m,0.06,β⁻,100.0,,2900.0,3.67
35,59,94Br,0,70,ms,20,β⁻,100.0,,13600.0,201.0
35,58,93Br,0,152,ms,8,β⁻,100.0,,11200.0,430.0
35,57,92Br,0,344,ms,15,β⁻,100.0,,12500.0,7.23
35,56,91Br,0,544,ms,10,β⁻,100.0,,9860.0,4.18
35,55,90Br,0,1.91,s,0.01,β⁻,100.0,,10900.0,3.83
35,54,89Br,0,4.348,s,0.022,β⁻,100.0,,8260.0,3.9
35,53,88Br,0,16.34,s,0.08,β⁻,100.0,,8970.0,4.1
35,49,84Br,0,31.76,m,0.07,β⁻,100.0,,4650.0,25.7
35,48,83Br,0,2.374,h,0.004,β⁻,100.0,,976.0,3.79
35,47,82Br,0,35.284,h,0.007,β⁻,100.0,,3090.0,0.971
35,45,80Br,0,17.68,m,0.02,β⁻,91.7,0.2,2000.0,1.14
35,43,78Br,0,6.45,m,0.03,β⁻,0.01,,726.0,3.58
36,64,100Kr,0,7,ms,+11-3,β⁻,100.0,,11700.0,400.0
36,63,99Kr,0,13,ms,+34-6,β⁻,100.0,,12700.0,400.0
36,62,98Kr,0,43,ms,4,β⁻,100.0,,10200.0,300.0
36,61,97Kr,0,62,ms,3,β⁻,100.0,,11000.0,130.0
36,60,96Kr,0,80,ms,6,β⁻,100.0,,8270.0,19.5
36,53,89Kr,0,3.147,m,0.035,β⁻,100.0,,5170.0,5.83
36,52,88Kr,0,2.803,h,0.009,β⁻,100.0,,2910.0,2.61
36,51,87Kr,0,76.09,m,0.36,β⁻,100.0,,3880.0,0.246
36,59,95Kr,0,114,ms,7,β⁻,100.0,,9730.0,27.5
36,58,94Kr,0,212,ms,4,β⁻,100.0,,7210.0,12.2
36,57,93Kr,0,1.284,s,0.01,β⁻,100.0,,8480.0,8.22
36,56,92Kr,0,1.841,s,0.008,β⁻,100.0,,6000.0,6.69
36,55,91Kr,0,8.57,s,0.04,β⁻,100.0,,6770.0,8.11
36,54,90Kr,0,32.32,s,0.09,β⁻,100.0,,4400.0,6.71
36,49,85Kr,0,10.73,y,+0.01-0.01,β⁻,100.0,,687.0,2.0
37,55,92Rb,0,4.48,s,0.03,β⁻,100.0,,8090.0,6.41
37,56,93Rb,0,5.85,s,0.02,β⁻,100.0,,7460.0,8.87
37,57,94Rb,0,2.704,s,0.005,β⁻,100.0,,10200.0,2.62
37,58,95Rb,0,379.9,ms,1.6,β⁻,100.0,,9220.0,20.2
37,59,96Rb,0,201.6,ms,1.0,β⁻,100.0,,11500.0,9.1
37,50,87Rb,0,4.97e+10,y,3.20e+08,β⁻,100.0,,282.0,0.0063
37,51,88Rb,0,17.775,m,0.017,β⁻,100.0,,5310.0,0.159
37,52,89Rb,0,15.39,m,0.1,β⁻,100.0,,4490.0,5.42
37,53,90Rb,0,158,s,4,β⁻,100.0,,6580.0,6.48
37,54,91Rb,0,58,s,0.2,β⁻,100.0,,5900.0,8.87
37,47,84Rb,0,32.82,d,0.07,β⁻,3.9,2.0,890.0,2.33
37,49,86Rb,0,18.671,d,0.01,β⁻,99.9948,0.0005,1770.0,0.2
37,66,103Rb,0,23,ms,+13-9,β⁻,100.0,,14100.0,447.0
37,60,97Rb,0,169.1,ms,0.6,β⁻,100.0,,10000.0,3.88
37,61,98Rb,0,115,ms,6,β⁻,100.0,,12000.0,16.4
37,62,99Rb,0,53.8,ms,2.7,β⁻,100.0,,11300.0,6.22
37,63,100Rb,0,52,ms,2,β⁻,100.0,,13500.0,14.8
37,64,101Rb,0,32,ms,+4-3,β⁻,100.0,,12700.0,22.1
37,65,102Rb,0,37,ms,4,β⁻,100.0,,14900.0,106.0
38,67,105Sr,0,39,ms,5,β⁻,100.0,,12300.0,640.0
38,68,106Sr,0,20,ms,+8-7,β⁻,100.0,,11400.0,781.0
38,60,98Sr,0,653,ms,2,β⁻,100.0,,5860.0,8.55
38,61,99Sr,0,269,ms,1,β⁻,100.0,,8120.0,8.13
38,62,100Sr,0,201,ms,1,β⁻,100.0,,7500.0,13.1
38,63,101Sr,0,114,ms,2,β⁻,100.0,,9720.0,11.0
38,64,102Sr,0,72,ms,6,β⁻,100.0,,9010.0,67.1
38,65,103Sr,0,56,ms,9,β⁻,100.0,,11100.0,201.0
38,66,104Sr,0,51,ms,4,β⁻,100.0,,10300.0,361.0
38,56,94Sr,0,75.3,s,0.2,β⁻,100.0,,3500.0,6.42
38,57,95Sr,0,23.9,s,0.14,β⁻,100.0,,6090.0,7.23
38,58,96Sr,0,1.065,s,0.015,β⁻,100.0,,5410.0,9.72
38,59,97Sr,0,431,ms,5,β⁻,100.0,,7530.0,7.51
38,51,89Sr,0,50.56,d,0.03,β⁻,100.0,,1500.0,0.351
38,52,90Sr,0,28.91,y,+0.02-0.02,β⁻,100.0,,545.0,1.4
38,53,91Sr,0,9.68,h,0.02,β⁻,100.0,,2690.0,5.24
38,54,92Sr,0,2.61,h,0.02,β⁻,100.0,,1940.0,9.38
38,55,93Sr,0,7.43,m,0.03,β⁻,100.0,,4140.0,11.6
39,69,108Y,0,30,ms,5,β⁻,100.0,,14100.0,721.0
39,68,107Y,0,33.5,ms,3.0,β⁻,100.0,,12000.0,583.0
39,61,100Y,0,729,ms,8,β⁻,100.0,,9050.0,13.8
39,60,99Y,0,1.483,s,0.006,β⁻,100.0,,6970.0,12.4
39,63,102Y,0+X,396,ms,24,β⁻,100.0,,10400.0,9.66
39,62,101Y,0,429,ms,19,β⁻,100.0,,8100.0,10.9
39,65,104Y,0,197,ms,4,β⁻,100.0,,11600.0,200.0
39,64,103Y,0,236,ms,12,β⁻,100.0,,9350.0,14.5
39,67,106Y,0,81,ms,+8-5,β⁻,100.0,,12900.0,539.0
39,66,105Y,0,107,ms,+6-9,β⁻,100.0,,10800.0,400.0
39,70,109Y,0,25,ms,5,β⁻,100.0,,13200.0,860.0
39,58,97Y,0,3.75,s,0.03,β⁻,100.0,,6820.0,6.7
39,57,96Y,0,5.35,s,0.04,β⁻,100.0,,7100.0,6.07
39,59,98Y,0,548,ms,1,β⁻,100.0,,8990.0,11.5
39,52,91Y,0,58.56,d,0.09,β⁻,100.0,,1540.0,1.84
39,51,90Y,0,64.046,h,0.049,β⁻,100.0,,2270.0,0.372
39,54,93Y,0,10.17,h,0.08,β⁻,100.0,,2890.0,10.4
39,53,92Y,0,3.54,h,0.01,β⁻,100.0,,3640.0,9.12
39,56,95Y,0,10.4,m,0.1,β⁻,100.0,,4450.0,6.77
39,55,94Y,0,18.7,m,0.1,β⁻,100.0,,4910.0,6.37
40,69,109Zr,0,56,ms,3,β⁻,100.0,,10900.0,660.0
40,68,108Zr,0,77.4,ms,2.2,β⁻,100.0,,8590.0,400.0
40,67,107Zr,0,146,ms,4,β⁻,100.0,,9700.0,300.0
40,66,106Zr,0,178,ms,6,β⁻,100.0,,7450.0,200.0
40,61,101Zr,0,2.32,s,0.07,β⁻,100.0,,5730.0,9.13
40,60,100Zr,0,7.1,s,0.4,β⁻,100.0,,3410.0,11.3
40,65,105Zr,0,670,ms,28,β⁻,100.0,,8450.0,12.7
40,64,104Zr,0,922,ms,28,β⁻,100.0,,6090.0,9.48
40,63,103Zr,0,1.38,s,0.072,β⁻,100.0,,7210.0,10.0
40,62,102Zr,0,2.01,s,0.08,β⁻,100.0,,4710.0,9.05
40,58,98Zr,0,30.7,s,0.4,β⁻,100.0,,2240.0,9.81
40,57,97Zr,0,16.749,h,0.008,β⁻,100.0,,2660.0,4.24
40,55,95Zr,0,64.032,d,0.006,β⁻,100.0,,1120.0,0.985
40,59,99Zr,0,2.1,s,0.1,β⁻,100.0,,4710.0,15.9
40,53,93Zr,0,1.61e+06,y,5.14e+04,β⁻,100.0,,90.8,1.48
40,72,112Zr,0,30,ms,+30-10,β⁻,100.0,,11600.0,761.0
40,71,111Zr,0,24,ms,5,β⁻,100.0,,12400.0,671.0
40,70,110Zr,0,37.6,ms,1.7,β⁻,100.0,,10000.0,976.0
41,73,114Nb,0,17,ms,5,β⁻,100.0,,14700.0,583.0
41,72,113Nb,0,32,ms,4,β⁻,100.0,,12400.0,500.0
41,71,112Nb,0,38,ms,2,β⁻,100.0,,13400.0,361.0
41,70,111Nb,0,54,ms,2,β⁻,100.0,,10900.0,300.0
41,74,115Nb,0,23,ms,8,β⁻,100.0,,13600.0,640.0
41,69,110Nb,0+X,75,ms,1,β⁻,100.0,,12200.0,838.0
41,68,109Nb,0,107,ms,5,β⁻,100.0,,9960.0,430.0
41,67,108Nb,0,194,ms,6,β⁻,100.0,,11200.0,12.3
41,62,103Nb,0,1.36,s,0.05,β⁻,100.0,,5920.0,10.0
41,61,102Nb,0,4.3,s,0.4,β⁻,100.0,,7260.0,8.67
41,60,101Nb,0,7.2,s,0.2,β⁻,100.0,,4620.0,3.73
41,66,107Nb,0,287,ms,8,β⁻,100.0,,8820.0,12.2
41,65,106Nb,0,1.097,s,0.019,β⁻,100.0,,9920.0,9.23
41,64,105Nb,0,2.92,s,0.09,β⁻,100.0,,7410.0,9.91
41,63,104Nb,0,4.9,s,0.3,β⁻,100.0,,8530.0,9.08
41,59,100Nb,0,1.4,s,0.1,β⁻,100.0,,6400.0,7.98
41,58,99Nb,0,15,s,0.2,β⁻,100.0,,3630.0,12.0
41,57,98Nb,0,2.86,s,0.06,β⁻,100.0,,4590.0,5.0
41,56,97Nb,0,72.1,m,0.4,β⁻,100.0,,1940.0,4.24
41,55,96Nb,0,23.35,h,0.05,β⁻,100.0,,3190.0,0.107
41,54,95Nb,0,34.991,d,0.01,β⁻,100.0,,925.0,0.493
41,53,94Nb,0,2.04e+04,y,3.85e+02,β⁻,100.0,,2040.0,1.49
42,70,112Mo,0,125,ms,5,β⁻,100.0,,7770.0,200.0
42,75,117Mo,0,22,ms,5,β⁻,100.0,,12400.0,640.0
42,76,118Mo,0,19,ms,+7-4,β⁻,100.0,,10900.0,640.0
42,71,113Mo,0,80,ms,2,β⁻,100.0,,10100.0,300.0
42,72,114Mo,0,58,ms,2,β⁻,100.0,,8920.0,527.0
42,73,115Mo,0,45.6,ms,2.0,β⁻,100.0,,11200.0,445.0
42,74,116Mo,0,32,ms,4,β⁻,100.0,,10000.0,582.0
42,68,110Mo,0,287,ms,10,β⁻,100.0,,6490.0,26.0
42,69,111Mo,0,186,ms,9,β⁻,100.0,,9080.0,6.79
42,64,106Mo,0,8.73,s,0.12,β⁻,100.0,,3640.0,15.2
42,65,107Mo,0,3.5,s,0.5,β⁻,100.0,,6200.0,12.6
42,66,108Mo,0,1.106,s,0.01,β⁻,100.0,,5170.0,12.7
42,67,109Mo,0,700,ms,14,β⁻,100.0,,7620.0,14.7
42,60,102Mo,0,11.3,m,0.2,β⁻,100.0,,1010.0,12.3
42,61,103Mo,0,67.5,s,1.5,β⁻,100.0,,3640.0,13.4
42,62,104Mo,0,59.4,s,1.1,β⁻,100.0,,2150.0,24.1
42,63,105Mo,0,36.3,s,0.8,β⁻,100.0,,4950.0,35.0
42,57,99Mo,0,65.936,h,0.009,β⁻,100.0,,1350.0,0.89
42,59,101Mo,0,14.61,m,0.03,β⁻,100.0,,2820.0,24.0
43,58,101Tc,0,14.123,m,0.091,β⁻,100.0,,1610.0,24.0
43,59,102Tc,0,5.28,s,0.15,β⁻,100.0,,4530.0,9.16
43,55,98Tc,0,4.20e+06,y,3.00e+05,β⁻,100.0,,1790.0,7.15
43,56,99Tc,0,2.11e+05,y,1.20e+03,β⁻,100.0,,297.0,0.945
43,57,100Tc,0,15.65,s,0.12,β⁻,99.9974,0.0004,3200.0,1.37
43,70,113Tc,0,152,ms,8,β⁻,100.0,,9050.0,38.4
43,71,114Tc,0+X,118,ms,8,β⁻,100.0,,11600.0,433.0
43,76,119Tc,0,22,ms,3,β⁻,100.0,,11900.0,583.0
43,77,120Tc,0,21,ms,5,β⁻,100.0,,14700.0,640.0
43,78,121Tc,0,22,ms,6,β⁻,100.0,,13000.0,640.0
43,72,115Tc,0,78,ms,2,β⁻,100.0,,10300.0,197.0
43,73,116Tc,0,57,ms,3,β⁻,100.0,,12800.0,298.0
43,74,117Tc,0,44.5,ms,3.0,β⁻,100.0,,11300.0,589.0
43,75,118Tc,0,30,ms,4,β⁻,100.0,,13700.0,447.0
43,69,112Tc,0,323,ms,6,β⁻,100.0,,10300.0,11.0
43,60,103Tc,0,54.2,s,0.8,β⁻,100.0,,2660.0,9.8
43,65,108Tc,0,5.15,s,0.07,β⁻,100.0,,7730.0,11.7
43,66,109Tc,0,0.88,s,0.03,β⁻,100.0,,6450.0,12.6
43,67,110Tc,0,0.911,s,0.013,β⁻,100.0,,9030.0,12.5
43,68,111Tc,0,350,ms,21,β⁻,100.0,,7760.0,13.8
43,61,104Tc,0,18.2,m,0.2,β⁻,100.0,,5590.0,24.9
43,62,105Tc,0,7.64,m,0.06,β⁻,100.0,,3640.0,35.2
43,63,106Tc,0,35.7,s,0.5,β⁻,100.0,,6540.0,11.0
43,64,107Tc,0,21.2,s,0.2,β⁻,100.0,,5110.0,11.7
44,80,124Ru,0,15,ms,3,β⁻,100.0,,11100.0,721.0
44,70,114Ru,0,543,ms,34,β⁻,100.0,,5480.0,71.6
44,72,116Ru,0,203,ms,5,β⁻,100.0,,6660.0,73.9
44,71,115Ru,0,318,ms,19,β⁻,100.0,,8120.0,26.1
44,78,122Ru,0,25,ms,1,β⁻,100.0,,10000.0,583.0
44,77,121Ru,0,30,ms,3,β⁻,100.0,,11600.0,737.0
44,79,123Ru,0,19,ms,2,β⁻,100.0,,12600.0,640.0
44,74,118Ru,0,99,ms,3,β⁻,100.0,,7880.0,202.0
44,73,117Ru,0,152,ms,3,β⁻,100.0,,9400.0,433.0
44,76,120Ru,0,45,ms,2,β⁻,100.0,,8890.0,447.0
44,75,119Ru,0,69.2,ms,2.0,β⁻,100.0,,10700.0,300.0
44,61,105Ru,0,4.44,h,0.01,β⁻,100.0,,1910.0,2.85
44,67,111Ru,0,2.12,s,0.07,β⁻,100.0,,5510.0,11.8
44,66,110Ru,0,12.04,s,0.17,β⁻,100.0,,2750.0,19.4
44,69,113Ru,0,0.8,s,0.05,β⁻,100.0,,6890.0,38.9
44,68,112Ru,0,1.75,s,0.07,β⁻,100.0,,4100.0,45.1
44,63,107Ru,0,3.73,m,0.06,β⁻,100.0,,3000.0,14.8
44,62,106Ru,0,371.8,d,1.8,β⁻,100.0,,39.4,0.212
44,65,109Ru,0,34.4,s,0.2,β⁻,100.0,,4260.0,9.82
44,64,108Ru,0,4.55,m,0.04,β⁻,100.0,,1360.0,16.4
44,59,103Ru,0,39.247,d,0.011,β⁻,100.0,,764.0,2.25
45,82,127Rh,0,20,ms,+20-7,β⁻,100.0,,13400.0,781.0
45,81,126Rh,0,19,ms,3,β⁻,100.0,,14500.0,640.0
45,80,125Rh,0,26.5,ms,2.0,β⁻,100.0,,12100.0,640.0
45,71,116Rh,0,685,ms,38,β⁻,100.0,,9090.0,74.1
45,70,115Rh,0,0.99,s,0.05,β⁻,100.0,,6190.0,15.3
45,73,118Rh,0,286,ms,8,β⁻,100.0,,10500.0,24.3
45,72,117Rh,0,421,ms,30,β⁻,100.0,,7520.0,11.4
45,79,124Rh,0,32,ms,2,β⁻,100.0,,13600.0,500.0
45,78,123Rh,0,42.2,ms,1.6,β⁻,100.0,,11200.0,885.0
45,75,120Rh,0,133,ms,4,β⁻,100.0,,11600.0,200.0
45,74,119Rh,0,189,ms,5,β⁻,100.0,,8580.0,12.4
45,77,122Rh,0,52.3,ms,1.5,β⁻,100.0,,12700.0,301.0
45,76,121Rh,0,73,ms,2,β⁻,100.0,,9930.0,619.0
45,60,105Rh,0,35.341,h,0.022,β⁻,100.0,,566.0,2.34
45,62,107Rh,0,21.7,m,0.7,β⁻,100.0,,1500.0,12.1
45,61,106Rh,0,30.07,s,0.35,β⁻,100.0,,3540.0,5.33
45,68,113Rh,0,2.8,s,0.12,β⁻,100.0,,4820.0,9.88
45,67,112Rh,0,3.5,s,0.4,β⁻,100.0,,6580.0,43.9
45,69,114Rh,0,1.82,s,0.05,β⁻,100.0,,7780.0,71.8
45,64,109Rh,0,80.8,s,0.6,β⁻,100.0,,2600.0,4.18
45,63,108Rh,0,17,s,0.4,β⁻,100.0,,4490.0,14.0
45,66,111Rh,0,11,s,1,β⁻,100.0,,3680.0,6.88
45,65,110Rh,0,3.3,s,0.1,β⁻,100.0,,5500.0,17.7
45,57,102Rh,0,207.3,d,1.2,β⁻,22.0,5.0,1110.0,6.39
45,59,104Rh,0,42.3,s,0.4,β⁻,99.55,0.1,2430.0,2.65
46,83,129Pd,0,31,ms,7,β⁻,100.0,,13900.0,721.0
46,82,128Pd,0,36,ms,5,β⁻,100.0,,10300.0,583.0
46,81,127Pd,0,38,ms,2,β⁻,100.0,,11400.0,539.0
46,80,126Pd,0,48.6,ms,0.6,β⁻,100.0,,8930.0,447.0
46,72,118Pd,0,1.9,s,0.1,β⁻,100.0,,4160.0,3.54
46,71,117Pd,0,4.3,s,0.3,β⁻,100.0,,5750.0,14.7
46,74,120Pd,0,492,ms,33,β⁻,100.0,,5370.0,5.02
46,73,119Pd,0,0.88,s,0.02,β⁻,100.0,,7230.0,16.8
46,70,116Pd,0,11.7,s,0.6,β⁻,100.0,,2710.0,7.84
46,79,125Pd,0,64.2,ms,1.7,β⁻,100.0,,10500.0,589.0
46,76,122Pd,0,195,ms,4,β⁻,100.0,,6480.0,42.9
46,75,121Pd,0,290,ms,1,β⁻,100.0,,8220.0,12.5
46,78,124Pd,0,94,ms,4,β⁻,100.0,,7830.0,391.0
46,77,123Pd,0,109,ms,2,β⁻,100.0,,9130.0,790.0
46,61,107Pd,0,6.50e+06,y,3.00e+05,β⁻,100.0,,34.0,2.31
46,63,109Pd,0,13.437,h,0.013,β⁻,100.0,,1110.0,1.4
46,69,115Pd,0,25,s,2,β⁻,100.0,,4550.0,21.6
46,68,114Pd,0,2.42,m,0.06,β⁻,100.0,,1440.0,8.31
46,65,111Pd,0,23.6,m,0.1,β⁻,100.0,,2220.0,1.57
46,67,113Pd,0,89,s,3,β⁻,100.0,,3430.0,18.0
46,66,112Pd,0,21.027,h,0.019,β⁻,100.0,,262.0,6.97
47,85,132Ag,0,28,ms,+15-12,β⁻,100.0,,16000.0,504.0
47,83,130Ag,0,41,ms,4,β⁻,100.0,,15200.0,425.0
47,84,131Ag,0,35,ms,8,β⁻,100.0,,14400.0,501.0
47,81,128Ag,0,66.6,ms,2.4,β⁻,100.0,,12500.0,300.0
47,82,129Ag,0,52,ms,2,β⁻,100.0,,11200.0,400.0
47,80,127Ag,0,89.1,ms,0.9,β⁻,100.0,,10000.0,200.0
47,74,121Ag,0,0.781,s,0.015,β⁻,100.0,,6670.0,12.2
47,75,122Ag,0.08,0.2,s,0.05,β⁻,100.0,,9500.0,38.2
47,72,119Ag,0,6,s,0.5,β⁻,100.0,,5330.0,35.9
47,73,120Ag,0,1.52,s,0.07,β⁻,100.0,,8300.0,5.82
47,70,117Ag,0,72.8,s,+2.0-0.7,β⁻,100.0,,4230.0,13.6
47,71,118Ag,0,3.87,s,0.09,β⁻,100.0,,7140.0,20.1
47,78,125Ag,0,176,ms,3,β⁻,100.0,,8820.0,433.0
47,79,126Ag,0+X,52,ms,10,β⁻,100.0,,11500.0,200.0
47,76,123Ag,0,300,ms,8,β⁻,100.0,,7840.0,32.7
47,77,124Ag,0,182,ms,4,β⁻,100.0,,10400.0,251.0
47,63,110Ag,0,24.56,s,0.11,β⁻,99.7,0.06,2890.0,1.27
47,64,111Ag,0,7.421,d,0.01,β⁻,100.0,,1030.0,1.41
47,61,108Ag,0,2.39,m,0.01,β⁻,97.15,0.2,1640.0,2.63
47,69,116Ag,0,3.83,m,0.08,β⁻,100.0,,6160.0,3.26
47,67,114Ag,0,4.59,s,0.1,β⁻,100.0,,5080.0,4.57
47,68,115Ag,0,20,m,0.5,β⁻,100.0,,3100.0,18.2
47,65,112Ag,0,3.15,h,0.01,β⁻,100.0,,3990.0,2.43
47,66,113Ag,0,5.37,h,0.05,β⁻,100.0,,2010.0,16.6
47,59,106Ag,0,23.96,m,0.04,β⁻,1.0,,189.0,2.81
48,65,113Cd,0,8.04e+15,y,5.00e+13,β⁻,100.0,,323.0,0.265
48,69,117Cd,0,2.503,h,0.005,β⁻,100.0,,2520.0,4.98
48,67,115Cd,0,53.4,h,0.04,β⁻,100.0,,1450.0,0.651
48,86,134Cd,0,65,ms,15,β⁻,100.0,,12500.0,361.0
48,84,132Cd,0,84,ms,5,β⁻,100.0,,11900.0,84.9
48,85,133Cd,0,61,ms,6,β⁻,100.0,,13500.0,283.0
48,82,130Cd,0,129,ms,3,β⁻,100.0,,8780.0,22.4
48,83,131Cd,0,98,ms,2,β⁻,100.0,,12800.0,19.3
48,80,128Cd,0,245.9,ms,1.9,β⁻,100.0,,6950.0,6.56
48,81,129Cd,0,151,ms,4,β⁻,100.0,,9710.0,5.66
48,75,123Cd,0,2.1,s,0.02,β⁻,100.0,,6010.0,19.8
48,76,124Cd,0,1.25,s,0.02,β⁻,100.0,,4160.0,30.5
48,73,121Cd,0,13.5,s,0.3,β⁻,100.0,,4760.0,27.4
48,74,122Cd,0,5.24,s,0.03,β⁻,100.0,,2950.0,50.1
48,71,119Cd,0,2.69,m,0.02,β⁻,100.0,,3720.0,38.0
48,72,120Cd,0,50.8,s,0.21,β⁻,100.0,,1770.0,40.1
48,70,118Cd,0,50.3,m,0.2,β⁻,100.0,,526.0,21.4
48,79,127Cd,0,0.45,s,+0.12-0.08,β⁻,100.0,,8130.0,11.7
48,77,125Cd,0,680,ms,40,β⁻,100.0,,7060.0,3.38
48,78,126Cd,0,512,ms,5,β⁻,100.0,,5550.0,4.78
49,88,137In,0,65,ms,+40-30,β⁻,100.0,,14300.0,500.0
49,87,136In,0,85,ms,+10-8,β⁻,100.0,,15200.0,361.0
49,86,135In,0,97,ms,5,β⁻,100.0,,13500.0,300.0
49,85,134In,0,121,ms,5,β⁻,100.0,,14400.0,200.0
49,84,133In,0,162,ms,2,β⁻,100.0,,13100.0,200.0
49,83,132In,0,200,ms,2,β⁻,100.0,,14100.0,60.0
49,82,131In,0,261,ms,3,β⁻,100.0,,9240.0,4.23
49,81,130In,0,277,ms,12,β⁻,100.0,,10200.0,2.59
49,80,129In,0,629,ms,24,β⁻,100.0,,7750.0,17.2
49,77,126In,0,1.53,s,0.01,β⁻,100.0,,8200.0,11.4
49,76,125In,0,2.36,s,0.04,β⁻,100.0,,5480.0,2.21
49,75,124In,0,3.12,s,0.09,β⁻,100.0,,7360.0,30.5
49,74,123In,0,6.15,s,0.27,β⁻,100.0,,4380.0,19.8
49,73,122In,0,1.5,s,0.3,β⁻,100.0,,6360.0,50.0
49,72,121In,0,23.1,s,0.6,β⁻,100.0,,3360.0,27.4
49,71,120In,0,3.08,s,0.08,β⁻,100.0,,5370.0,40.0
49,70,119In,0,2.4,m,0.1,β⁻,100.0,,2360.0,7.33
49,79,128In,0,0.84,s,0.06,β⁻,100.0,,9170.0,17.7
49,78,127In,0,1.087,s,0.011,β⁻,100.0,,6580.0,12.0
49,66,115In,0,4.41e+14,y,2.50e+13,β⁻,100.0,,497.0,0.0097
49,65,114In,0,71.9,s,0.1,β⁻,99.5,0.15,1980.0,0.301
49,63,112In,0,14.88,m,0.15,β⁻,38.0,4.0,664.0,4.24
49,69,118In,0,5.4,s,0.3,β⁻,100.0,,4420.0,7.73
49,68,117In,0,43.2,m,0.3,β⁻,100.0,,1450.0,4.85
49,67,116In,0,14.1,s,0.05,β⁻,99.9762,0.0042,3270.0,0.239
50,71,121Sn,0,27.05,h,0.04,β⁻,100.0,,402.0,2.52
50,73,123Sn,0,129.2,d,0.4,β⁻,100.0,,1400.0,2.42
50,75,125Sn,0,9.634,d,0.015,β⁻,100.0,,2360.0,2.16
50,77,127Sn,0,2.1,h,0.03,β⁻,100.0,,3220.0,10.1
