z,n,name,levelEnergy(MeV),halflife,halflifeUnit,halflifeUncertainty,decayMode,branchingRatio,branchingRatioUncertainty,betaMinus,betaMinusUncertainty
50,76,126Sn,0,1.98e+05,y,6.00e+03,β⁻,100.0,,378.0,30.0
50,79,129Sn,0,2.23,m,0.04,β⁻,100.0,,4030.0,27.3
50,78,128Sn,0,59.6,m,0.3,β⁻,100.0,,1260.0,13.3
50,80,130Sn,0,3.73,m,0.06,β⁻,100.0,,2150.0,14.1
50,82,132Sn,0,39.7,s,0.5,β⁻,100.0,,3080.0,3.16
50,81,131Sn,0,56,s,0.5,β⁻,100.0,,4710.0,3.96
50,84,134Sn,0,1.024,s,0.058,β⁻,100.0,,7580.0,4.41
50,83,133Sn,0,1.38,s,0.07,β⁻,100.0,,8040.0,3.66
50,86,136Sn,0,355,ms,13,β⁻,100.0,,8330.0,200.0
50,85,135Sn,0,515,ms,5,β⁻,100.0,,9050.0,4.05
50,88,138Sn,0,148,ms,9,β⁻,100.0,,9140.0,500.0
50,87,137Sn,0,228,ms,16,β⁻,100.0,,9910.0,304.0
50,89,139Sn,0,120,ms,38,β⁻,100.0,,10700.0,565.0
51,71,122Sb,0,2.69413,d,0.00032,β⁻,97.59,0.12,1970.0,2.12
51,74,125Sb,0,2.7577,y,+0.0008-0.0008,β⁻,100.0,,766.0,2.12
51,73,124Sb,0,60.209,d,0.01,β⁻,100.0,,2900.0,0.131
51,76,127Sb,0,3.84,d,0.03,β⁻,100.0,,1580.0,4.91
51,75,126Sb,0,12.3,d,0.1,β⁻,100.0,,3670.0,31.8
51,78,129Sb,0,4.4,h,0.02,β⁻,100.0,,2370.0,21.2
51,77,128Sb,0,9.05,h,0.04,β⁻,100.0,,4360.0,18.7
51,79,130Sb,0,40.5,m,0.4,β⁻,100.0,,5060.0,14.2
51,81,132Sb,0,2.79,m,0.05,β⁻,100.0,,5550.0,4.27
51,80,131Sb,0,23.03,m,0.04,β⁻,100.0,,3220.0,2.08
51,83,134Sb,0,675,ms,5,β⁻,100.0,,8510.0,4.12
51,82,133Sb,0,2.41,m,0.08,β⁻,100.0,,4010.0,3.51
51,85,136Sb,0,924,ms,14,β⁻,100.0,,9910.0,6.25
51,84,135Sb,0,1.668,s,0.009,β⁻,100.0,,8030.0,3.15
51,87,138Sb,0,314,ms,5,β⁻,100.0,,11000.0,300.0
51,86,137Sb,0,506,ms,17,β⁻,100.0,,9240.0,52.2
51,89,140Sb,0,171,ms,6,β⁻,100.0,,11900.0,600.0
51,88,139Sb,0,182,ms,9,β⁻,100.0,,10100.0,400.0
51,90,141Sb,0,103,ms,29,β⁻,100.0,,11100.0,640.0
51,91,142Sb,0,53,ms,+69-31,β⁻,100.0,,12900.0,583.0
52,77,129Te,0,69.5,m,0.4,β⁻,100.0,,1500.0,3.13
52,75,127Te,0,9.35,h,0.06,β⁻,100.0,,702.0,3.56
52,79,131Te,0,25,m,0.1,β⁻,100.0,,2230.0,0.607
52,80,132Te,0,3.204,d,0.013,β⁻,100.0,,515.0,3.48
52,83,135Te,0,19,s,0.2,β⁻,100.0,,6050.0,2.68
52,84,136Te,0,17.66,s,0.08,β⁻,100.0,,5110.0,14.1
52,81,133Te,0,12.5,m,0.3,β⁻,100.0,,2920.0,6.25
52,82,134Te,0,41.8,m,0.8,β⁻,100.0,,1500.0,4.93
52,87,139Te,0,0.724,s,0.081,β⁻,100.0,,8260.0,5.34
52,88,140Te,0,351,ms,5,β⁻,100.0,,7230.0,18.7
52,85,137Te,0,2.48,s,0.03,β⁻,100.0,,7050.0,8.64
52,86,138Te,0,1.46,s,0.25,β⁻,100.0,,6280.0,7.06
52,89,141Te,0,193,ms,16,β⁻,100.0,,9250.0,400.0
52,90,142Te,0,147,ms,7,β⁻,100.0,,8250.0,500.0
52,91,143Te,0,120,ms,8,β⁻,100.0,,10200.0,539.0
52,92,144Te,0,93,ms,60,β⁻,100.0,,9110.0,500.0
53,73,126I,0,12.93,d,0.05,β⁻,47.3,0.5,1230.0,3.77
53,77,130I,0,12.36,h,0.01,β⁻,100.0,,2940.0,3.15
53,78,131I,0,8.0247,d,0.0015,β⁻,100.0,,970.0,0.604
53,75,128I,0,25,m,0.02,β⁻,93.1,0.8,2120.0,3.62
53,76,129I,0,1.61e+07,y,1.75e+05,β⁻,100.0,,188.0,3.15
53,79,132I,0,2.2839,h,0.0017,β⁻,100.0,,3570.0,4.06
53,80,133I,0,20.8,h,0.1,β⁻,100.0,,1780.0,6.37
53,81,134I,0,52.6,m,0.2,β⁻,100.0,,4080.0,4.85
53,84,137I,0,24.13,s,0.12,β⁻,100.0,,6020.0,8.38
53,85,138I,0,6.303,s,0.041,β⁻,100.0,,7990.0,6.58
53,82,135I,0,6.55,h,0.03,β⁻,100.0,,2630.0,3.82
53,83,136I,0,83.4,s,0.4,β⁻,100.0,,6880.0,14.1
53,88,141I,0,418,ms,8,β⁻,100.0,,8270.0,16.0
53,89,142I,0,235,ms,11,β⁻,100.0,,10400.0,5.62
53,86,139I,0,2.29,s,0.02,β⁻,100.0,,7170.0,4.54
53,87,140I,0,380,ms,20,β⁻,100.0,,9380.0,12.3
53,91,144I,0,94,ms,8,β⁻,100.0,,11500.0,400.0
53,92,145I,0,89.7,ms,9.3,β⁻,100.0,,10300.0,500.0
53,90,143I,0,182,ms,8,β⁻,100.0,,9410.0,200.0
53,93,146I,0,94,ms,26,β⁻,100.0,,12400.0,301.0
54,79,133Xe,0,5.2474,d,0.0005,β⁻,100.0,,427.0,2.4
54,81,135Xe,0,9.168,h,0.007,β⁻,100.0,,1160.0,3.66
54,86,140Xe,0,13.6,s,0.1,β⁻,100.0,,4060.0,8.52
54,85,139Xe,0,39.72,s,0.13,β⁻,100.0,,5050.0,3.79
54,84,138Xe,0,14.14,m,0.05,β⁻,100.0,,2910.0,9.57
54,83,137Xe,0,3.821,m,0.011,β⁻,100.0,,4160.0,0.319
54,89,143Xe,0,511,ms,6,β⁻,100.0,,7470.0,8.89
54,88,142Xe,0,1.227,s,0.017,β⁻,100.0,,5280.0,7.56
54,87,141Xe,0,1.72,s,0.013,β⁻,100.0,,6280.0,9.63
54,93,147Xe,0,88,ms,14,β⁻,100.0,,9520.0,200.0
54,92,146Xe,0,146,ms,5,β⁻,100.0,,7350.0,24.3
54,91,145Xe,0,188,ms,4,β⁻,100.0,,8560.0,14.3
54,90,144Xe,0,388,ms,7,β⁻,100.0,,6390.0,20.8
54,94,148Xe,0,85,ms,15,β⁻,100.0,,8260.0,300.0
55,75,130Cs,0,29.2,m,0.04,β⁻,1.6,,357.0,8.36
55,79,134Cs,0,2.0656,y,0.0005,β⁻,99.9997,0.0001,2050.0,0.25
55,77,132Cs,0,6.48,d,0.006,β⁻,1.87,0.09,1280.0,1.47
55,83,138Cs,0,32.48,m,0.2,β⁻,100.0,,5370.0,9.15
55,82,137Cs,0,30.007,y,+0.023-0.023,β⁻,100.0,,1170.0,0.172
55,81,136Cs,0,13.01,d,0.05,β⁻,100.0,,2540.0,1.85
55,80,135Cs,0,1.33e+06,y,1.90e+05,β⁻,100.0,,268.0,0.286
55,87,142Cs,0,1.687,s,0.009,β⁻,100.0,,7320.0,8.36
55,86,141Cs,0,24.86,s,0.1,β⁻,100.0,,5250.0,9.61
55,85,140Cs,0,64,s,0.4,β⁻,100.0,,6210.0,9.86
55,84,139Cs,0,9.25,m,0.06,β⁻,100.0,,4210.0,3.12
55,89,144Cs,0,0.993,s,0.007,β⁻,100.0,,8490.0,20.4
55,88,143Cs,0,1.795,s,0.008,β⁻,100.0,,6260.0,9.73
55,90,145Cs,0,588,ms,5,β⁻,100.0,,7460.0,12.4
55,94,149Cs,0,112,ms,3,β⁻,100.0,,9530.0,400.0
55,93,148Cs,0,151,ms,2,β⁻,100.0,,10600.0,13.1
55,92,147Cs,0,232,ms,2,β⁻,100.0,,8340.0,21.4
55,91,146Cs,0,322,ms,1,β⁻,100.0,,9550.0,3.39
55,96,151Cs,0,59,ms,19,β⁻,100.0,,10600.0,640.0
55,95,150Cs,0,80.8,ms,2.8,β⁻,100.0,,11700.0,400.0
56,92,148Ba,0,619,ms,4,β⁻,100.0,,5160.0,19.5
56,93,149Ba,0,352,ms,5,β⁻,100.0,,7380.0,200.0
56,94,150Ba,0,258,ms,5,β⁻,100.0,,6420.0,6.21
56,95,151Ba,0,167,ms,5,β⁻,100.0,,8370.0,591.0
56,90,146Ba,0,2.16,s,0.04,β⁻,100.0,,4350.0,2.43
56,91,147Ba,0,894,ms,7,β⁻,100.0,,6410.0,22.4
56,96,152Ba,0,140,ms,7,β⁻,100.0,,7680.0,500.0
56,97,153Ba,0,113,ms,39,β⁻,100.0,,9590.0,500.0
56,98,154Ba,0,53,ms,48,β⁻,100.0,,8610.0,583.0
56,83,139Ba,0,82.89,m,0.14,β⁻,100.0,,2300.0,0.657
56,84,140Ba,0,12.7526,d,0.0014,β⁻,100.0,,1040.0,7.9
56,89,145Ba,0,3.99,s,0.19,β⁻,100.0,,5310.0,14.9
56,85,141Ba,0,18.24,m,0.08,β⁻,100.0,,3190.0,6.55
56,86,142Ba,0,10.51,m,0.15,β⁻,100.0,,2180.0,8.37
56,87,143Ba,0,14.38,s,0.21,β⁻,100.0,,4230.0,9.96
56,88,144Ba,0,11.7,s,0.1,β⁻,100.0,,3080.0,14.7
57,83,140La,0,40.284,h,0.003,β⁻,100.0,,3760.0,1.33
57,84,141La,0,3.93,h,0.03,β⁻,100.0,,2500.0,3.92
57,85,142La,0,91.8,m,0.5,β⁻,100.0,,4500.0,5.84
57,81,138La,0,1.03e+11,y,1.11e+09,β⁻,34.5,0.4,1050.0,0.401
57,86,143La,0,14.09,m,0.07,β⁻,100.0,,3430.0,7.58
57,87,144La,0,40.8,s,0.4,β⁻,100.0,,5580.0,13.2
57,88,145La,0,24.8,s,2.0,β⁻,100.0,,4230.0,35.2
57,89,146La,0,6.1,s,0.3,β⁻,100.0,,6400.0,14.7
57,93,150La,0,0.51,s,+0.01-0.022,β⁻,100.0,,8530.0,11.9
57,94,151La,0,0.457,s,+0.03-0.018,β⁻,100.0,,7910.0,435.0
57,95,152La,0,298,ms,+6-23,β⁻,100.0,,9690.0,361.0
57,96,153La,0,244,ms,18,β⁻,100.0,,8850.0,361.0
57,90,147La,0,4.024,s,0.011,β⁻,100.0,,5330.0,13.7
57,91,148La,0,1.411,s,0.028,β⁻,100.0,,7680.0,22.4
57,92,149La,0,1.085,s,0.026,β⁻,100.0,,6450.0,200.0
57,97,154La,0,163,ms,15,β⁻,100.0,,10600.0,361.0
57,98,155La,0,100,ms,25,β⁻,100.0,,9850.0,500.0
57,99,156La,0,84,ms,78,β⁻,100.0,,11700.0,500.0
58,100,158Ce,0,99,ms,93,β⁻,100.0,,7610.0,500.0
58,83,141Ce,0,32.504,d,0.011,β⁻,100.0,,583.0,1.17
58,85,143Ce,0,33.037,h,0.008,β⁻,100.0,,1460.0,1.86
58,86,144Ce,0,284.886,d,0.03,β⁻,100.0,,318.0,0.832
58,87,145Ce,0,3.02,m,0.05,β⁻,100.0,,2550.0,33.6
58,88,146Ce,0,13.22,m,0.09,β⁻,100.0,,1040.0,32.4
58,89,147Ce,0,56.4,s,1.1,β⁻,100.0,,3430.0,15.5
58,94,152Ce,0,1.42,s,0.02,β⁻,100.0,,4770.0,201.0
58,95,153Ce,0,865,ms,25,β⁻,100.0,,6650.0,201.0
58,96,154Ce,0,722,ms,14,β⁻,100.0,,5640.0,224.0
58,97,155Ce,0,313,ms,7,β⁻,100.0,,7630.0,300.0
58,90,148Ce,0,56.8,s,0.3,β⁻,100.0,,2130.0,12.5
58,91,149Ce,0,5.2,s,0.3,β⁻,100.0,,4360.0,14.2
58,92,150Ce,0,6.05,s,0.07,β⁻,100.0,,3450.0,14.2
58,93,151Ce,0,1.74,s,0.05,β⁻,100.0,,5550.0,21.1
58,98,156Ce,0,233,ms,9,β⁻,100.0,,6630.0,300.0
58,99,157Ce,0,175,ms,41,β⁻,100.0,,8500.0,400.0
59,100,159Pr,0,134,ms,43,β⁻,100.0,,8950.0,401.0
59,101,160Pr,0,170,ms,140,β⁻,100.0,,10500.0,402.0
59,85,144Pr,0,17.28,m,0.03,β⁻,100.0,,2990.0,2.4
59,84,143Pr,0,13.57,d,0.02,β⁻,100.0,,934.0,1.36
59,87,146Pr,0,24.09,m,0.1,β⁻,100.0,,4250.0,34.3
59,86,145Pr,0,5.982,h,0.009,β⁻,100.0,,1800.0,7.03
59,83,142Pr,0,19.12,h,0.04,β⁻,99.9836,0.0008,2160.0,1.36
59,89,148Pr,0,2.29,m,0.02,β⁻,100.0,,4870.0,15.0
59,89,148Pr,0.0768,2.01,m,0.07,β⁻,64.0,10.0,4870.0,15.0
59,88,147Pr,0,13.35,m,0.1,β⁻,100.0,,2700.0,15.8
59,90,149Pr,0,2.26,m,0.07,β⁻,100.0,,3330.0,10.0
59,96,155Pr,0,1.47,s,3.0,β⁻,100.0,,6860.0,19.4
59,95,154Pr,0,2.3,s,0.09,β⁻,100.0,,7720.0,100.0
59,98,157Pr,0,295,ms,+29-11,β⁻,100.0,,8050.0,3.82
59,97,156Pr,0,444,ms,6,β⁻,100.0,,8750.0,1.65
59,92,151Pr,0,18.9,s,0.07,β⁻,100.0,,4160.0,11.6
59,91,150Pr,0,6.19,s,0.16,β⁻,100.0,,5370.0,9.06
59,94,153Pr,0,4.29,s,0.07,β⁻,100.0,,5760.0,12.1
59,93,152Pr,0,3.57,s,0.18,β⁻,100.0,,6390.0,30.7
59,99,158Pr,0,181,ms,14,β⁻,100.0,,9680.0,300.0
60,101,161Nd,0,215,ms,76,β⁻,100.0,,7850.0,400.0
60,102,162Nd,0,310,ms,20,β⁻,100.0,,7030.0,500.0
60,100,160Nd,0,439,ms,37,β⁻,100.0,,6170.0,46.6
60,89,149Nd,0,1.728,h,0.002,β⁻,100.0,,1680.0,2.45
60,87,147Nd,0,11.12,d,0.07,β⁻,100.0,,895.0,0.566
60,96,156Nd,0,5.27,s,0.23,β⁻,100.0,,3960.0,1.76
60,95,155Nd,0,8.9,s,0.2,β⁻,100.0,,4650.0,10.2
60,94,154Nd,0,25.9,s,0.2,β⁻,100.0,,2680.0,25.0
60,93,153Nd,0,31.6,s,1.0,β⁻,100.0,,3310.0,9.35
60,92,152Nd,0,11.4,m,0.2,β⁻,100.0,,1100.0,18.5
60,91,151Nd,0,12.44,m,0.07,β⁻,100.0,,2440.0,4.47
60,99,159Nd,0,485,ms,+39-20,β⁻,100.0,,6830.0,31.4
60,98,158Nd,0,820,ms,+15-36,β⁻,100.0,,5270.0,1.57
60,97,157Nd,0,1.16,s,0.02,β⁻,100.0,,5800.0,7.32
61,86,147Pm,0,2.62344,y,0.00022,β⁻,100.0,,224.0,0.294
61,85,146Pm,0,5.53,y,0.05,β⁻,34.3,1.5,1540.0,3.0
61,89,150Pm,0,2.698,h,0.015,β⁻,100.0,,3450.0,20.0
61,88,149Pm,0,53.08,h,0.05,β⁻,100.0,,1070.0,1.87
61,87,148Pm,0,5.368,d,0.007,β⁻,100.0,,2470.0,5.64
61,97,158Pm,0,4.8,s,0.5,β⁻,100.0,,6140.0,4.86
61,96,157Pm,0,10.56,s,0.1,β⁻,100.0,,4380.0,8.26
61,95,156Pm,0,27.8,s,0.8,β⁻,100.0,,5190.0,8.6
61,94,155Pm,0,41.5,s,0.2,β⁻,100.0,,3250.0,4.9
61,93,154Pm,0,2.68,m,0.07,β⁻,100.0,,4180.0,25.0
61,92,153Pm,0,5.25,m,0.02,β⁻,100.0,,1910.0,9.08
61,91,152Pm,0,4.1,m,0.1,β⁻,100.0,,3500.0,25.8
61,90,151Pm,0,28.4,h,0.04,β⁻,100.0,,1190.0,4.47
61,99,160Pm,0,0.725,s,0.057,β⁻,100.0,,7330.0,2.83
61,98,159Pm,0,1.634,s,0.04,β⁻,100.0,,5650.0,11.6
61,104,165Pm,0,0.297,s,+0.111-0.101,β⁻,100.0,,8840.0,640.0
61,100,161Pm,0,730,ms,+43-33,β⁻,100.0,,6580.0,11.3
61,101,162Pm,0,474,ms,+37-23,β⁻,100.0,,8330.0,300.0
61,102,163Pm,0,363,ms,+42-30,β⁻,100.0,,7640.0,400.0
61,103,164Pm,0,280,ms,+38-33,β⁻,100.0,,9560.0,400.0
62,89,151Sm,0,94.6,y,0.6,β⁻,100.0,,76.6,0.537
62,102,164Sm,0,1.42,s,0.06,β⁻,100.0,,5300.0,4.59
62,101,163Sm,0,1.67,s,+0.18-0.19,β⁻,100.0,,5970.0,7.41
62,100,162Sm,0,3.09,s,0.27,β⁻,100.0,,4340.0,3.76
62,106,168Sm,0,0.353,s,+0.21-0.164,β⁻,100.0,,7610.0,500.0
62,105,167Sm,0,334,ms,+83-78,β⁻,100.0,,8440.0,640.0
62,104,166Sm,0,399,ms,+56-62,β⁻,100.0,,6290.0,412.0
62,103,165Sm,0,614,ms,+89-91,β⁻,100.0,,7210.0,400.0
62,99,161Sm,0,4.63,s,0.29,β⁻,100.0,,5110.0,12.4
62,91,153Sm,0,46.283,h,0.002,β⁻,100.0,,807.0,0.706
62,93,155Sm,0,22.182,m,0.054,β⁻,100.0,,1620.0,1.2
62,94,156Sm,0,9.4,h,0.2,β⁻,100.0,,722.0,7.9
62,95,157Sm,0,8.04,m,0.06,β⁻,100.0,,2780.0,6.11
62,96,158Sm,0,5.32,m,0.05,β⁻,100.0,,2010.0,5.11
62,97,159Sm,0,11.37,s,0.15,β⁻,100.0,,3830.0,7.32
62,98,160Sm,0,9.6,s,0.3,β⁻,100.0,,3260.0,2.15
63,107,170Eu,0,197,ms,+74-71,β⁻,100.0,,9980.0,707.0
63,106,169Eu,0,389,ms,90,β⁻,100.0,,8230.0,640.0
63,101,164Eu,0,4.08,s,0.16,β⁻,100.0,,6460.0,2.29
63,100,163Eu,0,7.7,s,0.4,β⁻,100.0,,4810.0,1.2
63,103,166Eu,0,1.29,s,+0.07-0.08,β⁻,100.0,,7620.0,100.0
63,102,165Eu,0,2.25,s,0.14,β⁻,100.0,,5790.0,5.37
63,105,168Eu,0,440,ms,48,β⁻,100.0,,8890.0,500.0
63,104,167Eu,0,862,ms,+75-59,β⁻,100.0,,7000.0,400.0
63,89,152Eu,0,13.517,y,0.009,β⁻,27.92,0.13,1810.0,0.7
63,91,154Eu,0,8.591,y,+0.004-0.004,β⁻,99.982,0.012,1960.0,0.753
63,92,155Eu,0,4.742,y,+0.008-0.008,β⁻,100.0,,251.0,0.868
63,93,156Eu,0,15.16,d,0.02,β⁻,100.0,,2450.0,3.4
63,94,157Eu,0,15.18,h,0.03,β⁻,100.0,,1360.0,4.19
63,95,158Eu,0,45.9,m,0.2,β⁻,100.0,,3410.0,2.25
63,96,159Eu,0,18.1,m,0.1,β⁻,100.0,,2510.0,4.36
63,97,160Eu,0,42.6,s,0.5,β⁻,100.0,,4440.0,1.44
63,98,161Eu,0,26,s,2,β⁻,100.0,,3710.0,10.5
63,99,162Eu,0,11.7,s,1.2,β⁻,100.0,,5550.0,4.17
64,95,159Gd,0,18.479,h,0.004,β⁻,100.0,,970.0,0.749
64,98,162Gd,0,8.39,m,0.2,β⁻,100.0,,1590.0,4.46
64,97,161Gd,0,3.66,m,0.05,β⁻,100.0,,1950.0,1.44
64,99,163Gd,0,68,s,3,β⁻,100.0,,3200.0,4.13
64,104,168Gd,0,3.02,s,0.15,β⁻,100.0,,4630.0,300.0
64,103,167Gd,0,4.26,s,+0.18-0.32,β⁻,100.0,,5100.0,5.55
64,102,166Gd,0,5,s,0.8,β⁻,100.0,,3430.0,2.15
64,101,165Gd,0,11.6,s,1.0,β⁻,100.0,,4060.0,2.01
64,100,164Gd,0,45,s,3,β⁻,100.0,,2410.0,2.11
64,108,172Gd,0,0.163,s,+0.113-0.099,β⁻,100.0,,6720.0,583.0
64,107,171Gd,0,0.392,s,+0.145-0.135,β⁻,100.0,,7560.0,640.0
64,106,170Gd,0,0.616,s,0.11,β⁻,100.0,,5860.0,583.0
64,105,169Gd,0,0.892,s,+0.09-0.092,β⁻,100.0,,6590.0,500.0
65,101,166Tb,0,27.1,s,1.5,β⁻,100.0,,4770.0,1.66
65,100,165Tb,0,2.11,m,0.1,β⁻,100.0,,3020.0,1.69
65,103,168Tb,0,9.4,s,0.4,β⁻,100.0,,5770.0,140.0
65,102,167Tb,0,18.9,s,1.6,β⁻,100.0,,4020.0,4.44
65,105,170Tb,0,0.96,s,0.08,β⁻,100.0,,7000.0,361.0
65,104,169Tb,0,5.13,s,0.32,β⁻,100.0,,5110.0,425.0
65,107,172Tb,0,0.76,s,0.19,β⁻,100.0,,8070.0,583.0
65,106,171Tb,0,1.24,s,+0.09-0.1,β⁻,100.0,,6240.0,447.0
65,93,158Tb,0,180,y,11,β⁻,16.6,0.7,936.0,2.47
65,95,160Tb,0,72.3,d,0.2,β⁻,100.0,,1830.0,1.1
65,97,162Tb,0,7.6,m,0.17,β⁻,100.0,,2300.0,2.16
65,96,161Tb,0,6.9584,d,0.0053,β⁻,100.0,,593.0,1.2
65,99,164Tb,0,3,m,0.1,β⁻,100.0,,3860.0,1.98
65,98,163Tb,0,19.5,m,0.3,β⁻,100.0,,1780.0,4.0
66,99,165Dy,0,2.331,h,0.004,β⁻,100.0,,1280.0,0.75
66,102,168Dy,0,8.7,m,0.3,β⁻,100.0,,1500.0,143.0
66,101,167Dy,0,6.2,m,0.08,β⁻,100.0,,2360.0,6.55
66,100,166Dy,0,81.63,h,0.17,β⁻,100.0,,485.0,0.85
66,106,172Dy,0,3.52,s,0.23,β⁻,100.0,,3720.0,358.0
66,105,171Dy,0,4.1,s,0.4,β⁻,100.0,,4500.0,633.0
66,104,170Dy,0,55,s,8,β⁻,100.0,,2520.0,206.0
66,103,169Dy,0,39,s,8,β⁻,100.0,,3200.0,300.0
66,107,173Dy,0,1.43,s,0.2,β⁻,100.0,,5610.0,499.0
67,99,166Ho,0,26.808,h,0.008,β⁻,100.0,,1850.0,0.779
67,97,164Ho,0,28.8,m,0.4,β⁻,40.0,5.0,962.0,1.37
67,101,168Ho,0,2.99,m,0.07,β⁻,100.0,,2930.0,30.0
67,100,167Ho,0,2.9675,h,0.0355,β⁻,100.0,,1000.0,5.18
67,103,170Ho,0,2.76,m,0.05,β⁻,100.0,,3870.0,50.0
67,102,169Ho,0,4.7,m,0.1,β⁻,100.0,,2120.0,20.0
67,105,172Ho,0,25,s,3,β⁻,100.0,,4990.0,196.0
67,104,171Ho,0,53,s,2,β⁻,100.0,,3200.0,600.0
67,107,174Ho,0,3.5,s,0.5,β⁻,100.0,,6080.0,423.0
67,106,173Ho,0,7.1,s,0.4,β⁻,100.0,,4300.0,357.0
67,108,175Ho,0,1.9,s,0.6,β⁻,100.0,,5350.0,566.0
68,107,175Er,0,1.2,m,0.3,β⁻,100.0,,3650.0,404.0
68,106,174Er,0,3.2,m,0.2,β⁻,100.0,,1910.0,301.0
68,105,173Er,0,1.4,m,0.1,β⁻,100.0,,2600.0,196.0
68,104,172Er,0,49.3,h,0.3,β⁻,100.0,,890.0,4.54
68,103,171Er,0,7.516,h,0.002,β⁻,100.0,,1490.0,1.07
68,101,169Er,0,9.39,d,0.02,β⁻,100.0,,353.0,0.772
69,99,168Tm,0,93.1,d,0.2,β⁻,0.01,0.007,267.0,1.67
69,108,177Tm,0,95,s,7,β⁻,100.0,,3410.0,200.0
69,105,174Tm,0,5.4,m,0.1,β⁻,100.0,,3080.0,44.7
69,104,173Tm,0,8.24,h,0.08,β⁻,100.0,,1290.0,4.4
69,107,176Tm,0,1.853,m,0.027,β⁻,100.0,,4120.0,100.0
69,106,175Tm,0,15.2,m,0.5,β⁻,100.0,,2380.0,50.0
69,101,170Tm,0,128.4,d,0.3,β⁻,99.869,0.01,968.0,0.731
69,103,172Tm,0,63.6,h,0.2,β⁻,100.0,,1880.0,5.48
69,102,171Tm,0,701.5,d,3.3,β⁻,100.0,,96.5,0.971
70,110,180Yb,0,2.4,m,0.5,β⁻,100.0,,1950.0,308.0
70,105,175Yb,0,4.1615,d,0.003,β⁻,100.0,,470.0,1.2
70,109,179Yb,0,8,m,0.4,β⁻,100.0,,2410.0,200.0
70,108,178Yb,0,74,m,3,β⁻,100.0,,660.0,6.96
70,107,177Yb,0,1.911,h,0.003,β⁻,100.0,,1390.0,1.24
71,106,177Lu,0,6.6472,d,0.0016,β⁻,100.0,,496.0,0.792
71,105,176Lu,0,3.71e+10,y,1.87e+08,β⁻,100.0,,1190.0,0.874
71,108,179Lu,0,4.59,h,0.06,β⁻,100.0,,1400.0,5.06
71,107,178Lu,0,28.4,m,0.2,β⁻,100.0,,2090.0,2.05
71,109,180Lu,0,5.6,m,0.2,β⁻,100.0,,3100.0,70.7
71,111,182Lu,0,2,m,0.2,β⁻,100.0,,4280.0,200.0
71,110,181Lu,0,3.5,m,0.3,β⁻,100.0,,2600.0,125.0
71,113,184Lu,0,19,s,2,β⁻,100.0,,5190.0,204.0
71,112,183Lu,0,58,s,4,β⁻,100.0,,3560.0,85.5
72,109,181Hf,0,42.39,d,0.06,β⁻,100.0,,1030.0,1.92
72,110,182Hf,0,8.90e+06,y,9.00e+04,β⁻,100.0,,381.0,6.3
72,114,186Hf,0,2.6,m,1.2,β⁻,100.0,,2180.0,78.9
72,113,185Hf,0,3.5,m,0.6,β⁻,100.0,,3070.0,65.8
72,112,184Hf,0,4.12,h,0.05,β⁻,100.0,,1340.0,30.0
72,111,183Hf,0,1.019,h,0.003,β⁻,100.0,,2010.0,30.0
73,107,180Ta,0,8.154,h,0.006,β⁻,15.0,4.0,702.0,2.35
73,109,182Ta,0,114.804,d,0.11,β⁻,100.0,,1810.0,1.52
73,119,192Ta,0,2.2,s,0.7,β⁻,100.0,,6520.0,447.0
73,115,188Ta,0,19.6,s,2.0,β⁻,100.0,,4750.0,200.0
73,114,187Ta,0,283,s,10,β⁻,100.0,,3000.0,55.9
73,117,190Ta,0,5.3,s,0.7,β⁻,100.0,,5640.0,203.0
73,111,184Ta,0,8.7,h,0.1,β⁻,100.0,,2860.0,26.0
73,110,183Ta,0,5.1,d,0.1,β⁻,100.0,,1070.0,1.54
73,113,186Ta,0,10.5,m,0.2,β⁻,100.0,,3900.0,60.0
73,112,185Ta,0,49.5,m,1.5,β⁻,100.0,,1990.0,14.1
74,113,187W,0,23.8,h,0.03,β⁻,100.0,,1310.0,1.12
74,114,188W,0,69.77,d,0.05,β⁻,100.0,,349.0,3.0
74,115,189W,0,11.6,m,0.2,β⁻,100.0,,2170.0,200.0
74,116,190W,0,30,m,1.5,β⁻,100.0,,1210.0,35.5
74,111,185W,0,74.9,d,0.4,β⁻,100.0,,431.0,0.661
75,119,194Re,0,5,s,1,β⁻,100.0,,5170.0,200.0
75,116,191Re,0,9.8,m,0.5,β⁻,100.0,,2040.0,10.2
75,117,192Re,0,15.2,s,0.6,β⁻,100.0,,4290.0,70.8
75,111,186Re,0,3.7185,d,+0.0004-0.0004,β⁻,92.53,0.1,1070.0,0.833
75,114,189Re,0,24.2,h,0.4,β⁻,100.0,,1000.0,8.16
75,115,190Re,0,3,m,0.3,β⁻,100.0,,3120.0,4.78
75,112,187Re,0,4.12e+10,y,1.10e+09,β⁻,100.0,,2.46,0.0016
75,113,188Re,0,17.004,h,0.002,β⁻,100.0,,2120.0,0.152
75,121,196Re,0,3,s,+1-2,β⁻,100.0,,5910.0,303.0
75,120,195Re,0,6,s,1,β⁻,100.0,,3950.0,305.0
76,120,196Os,0,34.9,m,0.2,β⁻,100.0,,1150.0,55.4
76,121,197Os,0,93,s,7,β⁻,100.0,,3180.0,201.0
76,122,198Os,0,125,s,28,β⁻,100.0,,2110.0,283.0
76,123,199Os,0,5,s,+4-2,β⁻,100.0,,4120.0,204.0
