np,nn,delta,I,betaMinusQ,betaMinusQUncertainty,halflife_log_sec,halflife_log_sec_uncertainty,J_i,parity_i,flag_i,J_f,parity_f,flag_f,delta_J,delta_parity
68,104,-1,0.20930232558139536,2.949390006644913,0.0022153898290345653,5.2491494200445175,0.002642765609958936,0.0,1,0,2.0,-1,0,2.0,-1
14,22,-1,0.2222222222222222,3.8926510338773004,0.00405378588101755,-0.2984320149440726,0.0017268170254602457,0.0,1,0,4.0,-1,0,4.0,-1
20,27,0,0.14893617021276595,3.298853076409707,0.0002575213510783101,5.593186788363743,0.0001914878668003756,3.5,-1,0,3.5,-1,0,0.0,1
6,13,0,0.3684210526315789,4.217483944213907,0.002624191505803285,-1.334419008982047,0.021574023939038428,0.5,1,1,0.5,-1,0,0.0,-1
46,72,-1,0.22033898305084745,3.6190933306267428,0.0003695679004657479,0.2787536009528289,0.022857604310697464,0.0,1,0,2.0,-1,1,2.0,-1
7,14,0,0.3333333333333333,4.232996110392154,0.003403243308481622,-1.069050968832477,0.02291119775574013,0.5,-1,1,2.5,1,1,2.0,-1
73,117,1,0.23157894736842105,3.751279103983342,0.01563152124580853,0.724275869600789,0.057359648553259666,3.0,0,1,0.0,1,0,-1.0,0
19,27,1,0.17391304347826086,3.887617300335736,0.0001316384828566851,1.9836713828601966,0.0003517284766737996,2.0,-1,0,0.0,0,2,-1.0,0
71,109,1,0.2111111111111111,3.4913616938342726,0.009904716087277388,2.526339277389844,0.015510517210830424,5.0,1,0,8.0,-1,0,3.0,-1
80,126,-1,0.22330097087378642,3.113943352306837,0.0068150826390971815,2.6982745766743674,0.006263862719758439,0.0,1,0,0.0,-1,0,0.0,-1
26,36,-1,0.16129032258064516,3.404833716619938,0.003197364886453074,1.8325089127062364,0.012773367114801523,0.0,1,0,2.0,1,1,2.0,1
95,151,1,0.22764227642276422,3.374748346010104,0.0032984391030626715,3.369215857410143,0.033407267838711674,7.0,-1,1,0.0,1,0,7.0,-1
49,79,1,0.234375,3.962369335670021,0.0008382783347532778,-0.07572071393811836,0.03102103442166084,3.0,1,1,0.0,1,0,3.0,1
38,58,-1,0.20833333333333334,3.7331972651065692,0.0007802850950276539,0.027349607774756507,0.006116823688778195,0.0,1,0,0.0,-1,0,0.0,-1
9,18,0,0.3333333333333333,4.2552725051033065,0.0036191206825270986,-2.275724130399211,0.024582706522825574,2.5,1,1,1.5,1,1,1.0,1
94,153,0,0.2388663967611336,3.311753861055754,0.047454616559184586,5.292539599672016,0.04400340565539556,0.5,1,1,2.5,0,1,-1.0,0
59,93,1,0.2236842105263158,3.8055008581584002,0.0020865165249498953,0.5526682161121932,0.021897200768231186,4.0,1,1,0.0,1,0,4.0,1
25,40,0,0.23076923076923078,4.008600171761918,0.0002690922672184854,-1.0376306643299789,0.00473603578956654,2.5,-1,1,0.5,-1,1,2.0,1
86,142,-1,0.24561403508771928,3.2671717284030137,0.004436846328633221,1.8129133566428555,0.01336290713548467,0.0,1,0,2.0,-1,0,2.0,-1
23,34,0,0.19298245614035087,3.907411360774586,0.004552567155594731,-0.4596705252091263,0.011264122009018057,0.0,0,2,1.5,-1,0,-1.0,0
29,45,1,0.21621621621621623,3.989004615698537,0.00029576567793206067,0.20574554094266218,0.0032450397153418564,2.0,-1,0,0.0,1,0,2.0,-1
44,74,-1,0.2542372881355932,3.8965262174895554,0.01113292961224072,-1.00436480540245,0.013160438845553084,0.0,1,0,1.0,1,1,1.0,1
89,146,0,0.2425531914893617,3.5224442335063197,0.0024909983796853183,1.792391689498254,0.02801899883246786,0.0,0,2,0.5,1,1,-1.0,0
24,33,0,0.15789473684210525,3.6954816764901977,0.0002092668975299943,1.3242824552976926,0.02058267686745269,1.5,-1,0,2.5,-1,0,1.0,1
45,64,0,0.1743119266055046,3.4149733479708178,0.000698211897829074,1.9074113607745862,0.0032249590240340477,3.5,1,0,2.5,1,0,1.0,1
40,68,-1,0.25925925925925924,3.9339931638312424,0.02022325876150183,-1.1112590393171073,0.012344287599317234,0.0,1,0,2.0,1,1,2.0,1
51,81,1,0.22727272727272727,3.7442929831226763,0.0003341328716625018,2.2237554536572413,0.007783055231241072,4.0,1,1,0.0,1,0,4.0,1
16,23,0,0.1794871794871795,3.821513528404773,0.003275222337128596,1.0606978403536116,0.01888236877840225,3.5,-1,1,1.5,1,0,2.0,-1
9,15,1,0.25,4.127104798364807,0.003163219509981893,-0.4156687756324692,0.01696462819934577,3.0,1,1,0.0,1,0,3.0,1
47,72,0,0.21008403361344538,3.7267272090265724,0.0029251729644140224,0.7781512503836436,0.03619120682527098,0.5,-1,1,0.5,1,0,0.0,-1
98,157,0,0.23137254901960785,2.8573324964312685,0.1206373560842366,3.7075701760979363,0.09196824322657098,3.5,1,1,3.5,1,1,0.0,1
75,119,1,0.2268041237113402,3.7134905430939424,0.01680056022836564,0.6989700043360189,0.08685889638065035,0.0,1,1,0.0,1,0,0.0,1
61,96,0,0.2229299363057325,3.6414741105040997,0.0008190119681554474,1.0236639181977936,0.004112637139235339,2.5,-1,1,1.5,-1,1,1.0,1
73,119,1,0.23958333333333334,3.81424759573192,0.029774483651956063,0.3424226808222063,0.13818460787830736,1.0,0,1,0.0,1,0,-1.0,0
12,17,0,0.1724137931034483,3.88024177589548,2.7865798772975445e-05,0.11727129565576427,0.04309792568505552,1.5,1,0,2.5,1,0,1.0,1
78,122,-1,0.22,2.806179973983887,0.02266474327432595,4.65667304588485,0.010340344807220282,0.0,1,0,1.0,-1,1,1.0,-1
59,89,1,0.20270270270270271,3.6875289612146345,0.0013376626752666892,2.0813473078041325,0.01512468344936698,4.0,-1,0,0.0,0,2,-1.0,0
25,44,0,0.2753623188405797,4.139879086401237,0.014067364739909678,-1.6556077263148892,0.04912833505692893,0.0,0,2,0.5,-1,1,-1.0,0
26,35,0,0.14754098360655737,3.598790506763115,0.0002986458276060144,2.558468562523795,0.003601115106992138,1.5,-1,1,3.5,-1,0,2.0,1
43,71,1,0.24561403508771928,4.064457989226918,0.016211164712423103,-0.9281179926938746,0.029443693688356056,0.0,0,2,0.0,1,0,-1.0,0
42,68,-1,0.23636363636363636,3.812244696800369,0.0017398546270392214,-0.5421181032660077,0.015132211913005287,0.0,1,0,2.0,0,1,-1.0,0
79,123,1,0.21782178217821782,3.4756711883244296,0.0033697765819917865,1.4533183400470377,0.018350471066334584,1.0,-1,1,0.0,0,2,-1.0,0
43,65,1,0.2037037037037037,3.888179493918325,0.0006573409363865518,0.7118072290411911,0.005903031792859733,2.0,1,1,0.0,1,0,2.0,1
16,27,0,0.2558139534883721,4.075546961392531,0.0022627107460505558,-0.5767541260631921,0.02130501231978216,1.5,-1,0,1.5,1,1,0.0,-1
56,95,0,0.2582781456953642,3.92272545799326,0.030665237611089823,-0.7772835288524167,0.013002828799498555,0.0,0,2,0.0,0,2,-1.0,0
80,131,0,0.24170616113744076,3.754348335711019,0.01567436070249412,1.421603926869831,0.13324944331122499,0.0,0,2,0.5,1,1,-1.0,0
7,10,0,0.17647058823529413,3.9380190974762104,0.0007513745361647955,0.6202401898458314,0.0003123671651186179,0.5,-1,0,0.0,0,2,-1.0,0
48,79,0,0.2440944881889764,3.910090545594068,0.0006249994389013586,-0.3467874862246563,0.09650988486738929,1.5,1,0,4.5,1,1,3.0,1
11,20,0,0.2903225806451613,4.184691430817598,0.0004059092216481373,-1.7695510786217261,0.0051093468459206095,1.5,1,0,0.5,1,0,1.0,1
24,32,-1,0.14285714285714285,3.2095150145426308,0.00014798182346333026,2.5519376953648374,0.007311354914196158,0.0,1,0,3.0,1,0,3.0,1
13,26,0,0.3333333333333333,4.281033367247727,0.007480779295610986,-2.140861702705469,0.018020517921296754,0.0,0,2,2.5,-1,1,-1.0,0
63,107,1,0.25882352941176473,3.999130541287371,0.03076615217490972,-0.7055337738384071,0.15982918750246575,0.0,0,2,0.0,1,0,-1.0,0
31,48,0,0.21518987341772153,3.8432327780980096,0.0023116679022396904,0.45453998496481873,0.00045747311998235794,1.5,-1,1,0.5,-1,1,1.0,1
81,134,0,0.24651162790697675,3.754348335711019,0.023320390313466863,0.9867717342662449,0.1701359826012739,0.0,0,2,0.0,0,2,-1.0,0
95,147,1,0.21487603305785125,2.8221680793680175,0.00027077999323485874,4.7609650125155065,0.0005421903644235353,1.0,-1,0,0.0,1,0,1.0,-1
61,98,0,0.23270440251572327,3.7520484478194387,0.0008916488478013664,0.21325205219639665,0.010631443865440682,0.0,0,2,2.5,-1,0,-1.0,0
17,23,1,0.15,3.8739015978644615,0.0018579443076074942,1.9020028913507294,0.009796116133156054,2.0,-1,0,0.0,0,2,-1.0,0
25,32,0,0.12280701754385964,3.429752280002408,0.00024540059943975565,1.931457870689005,0.009153747862129429,2.5,-1,0,0.0,0,2,-1.0,0
42,75,0,0.28205128205128205,4.093421685162235,0.022415199065974285,-1.6575773191777938,0.09870329134164814,0.0,0,2,0.0,0,2,-1.0,0
55,75,1,0.15384615384615385,2.552668216112193,0.010170033245689592,3.243534101832062,0.0005949239478126737,1.0,1,0,0.0,0,2,-1.0,0
39,59,1,0.20408163265306123,3.9537596917332287,0.0005555491147816902,-0.2612194415156308,0.0007925081786555689,0.0,-1,0,0.0,1,0,0.0,-1
50,89,0,0.2805755395683453,4.02938377768521,0.022932372175265163,-0.9208187539523752,0.13752658593602973,0.0,0,2,0.0,0,2,-1.0,0
50,87,0,0.27007299270072993,3.9960736544852753,0.013322454338909035,-0.6420651529995461,0.030476805747596612,0.0,0,2,0.0,0,2,-1.0,0
45,65,1,0.18181818181818182,3.7403626894942437,0.0013976386053977377,0.5185139398778874,0.013160438845553086,1.0,1,1,0.0,0,2,-1.0,0
62,96,-1,0.21518987341772153,3.303196057420489,0.0011041018918037894,2.5040628826786917,0.004081715055481689,0.0,1,0,1.0,-1,1,1.0,-1
37,52,0,0.16853932584269662,3.6522463410033232,0.0005242485728097159,2.9653898702151222,0.002821926458110798,1.5,-1,0,2.5,1,0,1.0,-1
36,61,0,0.25773195876288657,4.041392685158225,0.005132571149765703,-1.207608310501746,0.021014249124350893,0.0,0,2,1.5,1,0,-1.0,0
12,21,0,0.2727272727272727,4.127104798364807,0.0002421029686430814,-1.0447934624580582,0.004333315229633333,1.5,-1,0,2.5,1,0,1.0,-1
14,19,0,0.15151515151515152,3.7649229846498886,9.626114805072076e-05,0.7902851640332417,0.011965974379830277,1.5,1,0,0.5,1,0,1.0,1
16,22,-1,0.15789473684210525,3.4668676203541096,0.0010627615819953295,4.009365898346244,0.0017851211822212344,0.0,1,0,2.0,-1,0,2.0,-1
91,141,1,0.21551724137931033,3.123851640967086,0.002422906056933931,5.053785038134658,0.006630450105393157,2.0,-1,1,0.0,1,0,2.0,-1
92,150,-1,0.2396694214876033,3.0791812460476247,0.10242111531551687,3.0034605321095067,0.012925431009025351,0.0,1,0,1.0,1,1,1.0,1
75,121,1,0.23469387755102042,3.7715874808812555,0.022265859224481436,0.47712125471966244,0.21714724095162588,0.0,0,2,0.0,1,0,-1.0,0
56,88,-1,0.2222222222222222,3.4885507165004443,0.0020727691181746106,1.0681858617461617,0.0037119186487457423,0.0,1,0,3.0,-1,0,3.0,-1
53,90,0,0.25874125874125875,3.973589623427257,0.009230488457029793,-0.7399286120149252,0.019089867336406673,0.0,0,2,2.5,-1,0,-1.0,0
28,45,0,0.2328767123287671,3.9479236198317262,0.0001517827388838873,-0.07675598136972352,0.01451103280822321,4.5,1,1,1.5,-1,0,3.0,-1
68,101,0,0.1952662721893491,2.5477747053878224,0.0009497884986666017,5.909179334745004,0.0009250148709334437,0.5,-1,0,0.0,0,2,-1.0,0
77,120,0,0.2182741116751269,3.3324384599156054,0.004060148412211796,2.5415792439465807,0.03743917947441826,1.5,1,0,0.5,-1,0,1.0,-1
38,59,0,0.21649484536082475,3.8767949762007006,0.0004331409773032431,-0.3655227298392684,0.005038219047601529,0.5,1,0,0.5,-1,1,0.0,-1
90,146,-1,0.23728813559322035,2.964259630196849,0.009289469374043496,3.3521825181113627,0.0023162372368173427,0.0,1,0,1.0,1,1,1.0,1
24,41,0,0.26153846153846155,4.1003705451175625,0.00689356320481352,-1.5528419686577808,0.031021034421660845,0.0,0,2,2.5,-1,1,-1.0,0
73,114,0,0.2192513368983957,3.4771212547196626,0.008092353846130591,2.45178643552429,0.015346094766899358,3.5,1,1,1.5,-1,0,2.0,-1
41,59,1,0.18,3.806179973983887,0.0005415109321231171,0.146128035678238,0.031021034421660848,1.0,1,0,0.0,1,0,1.0,1
15,26,0,0.2682926829268293,4.146128035678238,0.003722524130599301,-0.9956786262173574,0.02149972682689365,0.5,1,1,2.5,-1,1,2.0,-1
30,42,-1,0.16666666666666666,2.645422269349092,0.0022500777456073455,5.223755453657241,0.0009339666277489286,0.0,1,0,3.0,-1,0,3.0,-1
89,140,0,0.22270742358078602,3.041392685158225,0.004856201934009088,3.5754187912143602,0.003463273380408706,1.5,1,1,2.5,1,0,1.0,1
74,115,0,0.21693121693121692,3.3364597338485296,0.04002714118923979,2.842609239610562,0.0074878358948836515,0.0,0,2,2.5,1,0,-1.0,0
4,7,0,0.2727272727272727,4.060697840353612,8.98800753851947e-06,1.1389339402569236,0.0022077424642866833,0.5,1,0,0.0,0,2,-1.0,0
42,72,-1,0.2631578947368421,3.950364854376123,0.025658429592266108,-1.2365720064370627,0.014975671789767303,0.0,1,0,0.0,0,2,-1.0,0
13,27,1,0.35,4.363611979892144,0.006091403122798856,-2.2441251443275085,0.030476805747596616,0.0,0,2,0.0,1,0,-1.0,0
24,37,0,0.21311475409836064,3.9656719712201065,0.00014006467057052925,-0.6143937264016879,0.017872200901368387,1.5,-1,1,2.5,-1,1,1.0,1
54,84,-1,0.21739130434782608,3.4638929889859074,0.001428246801310694,2.9286006598445242,0.0015356947733495465,0.0,1,0,3.0,-1,0,3.0,-1
63,93,1,0.19230769230769232,3.3891660843645326,0.0006026943830494106,6.117212943774928,0.00057294786530772,0.0,1,0,0.0,0,2,-1.0,0
73,115,1,0.22340425531914893,3.6766936096248664,0.01828608344855797,1.2922560713564761,0.04431576345951549,1.0,-1,1,0.0,1,0,1.0,-1
53,93,1,0.273972602739726,4.093421685162235,0.01054214831071603,-1.0268721464003014,0.12012400563281433,0.0,0,2,0.0,1,0,-1.0,0
69,104,0,0.2023121387283237,3.110589710299249,0.0014813145119180683,4.4722297124644035,0.004216451280614095,0.5,1,1,0.0,0,2,-1.0,0
41,55,1,0.14583333333333334,3.503790683057181,1.4567244377319104e-05,4.924589385669418,0.0009299667706707747,6.0,1,0,0.0,0,2,-1.0,0
39,58,0,0.1958762886597938,3.833784374656479,0.0004266529367671242,0.5740312677277188,0.003474355855226014,0.5,-1,1,0.5,1,0,0.0,-1
39,66,0,0.2571428571428571,4.033423755486949,0.016084980811231546,-0.9706162223147904,0.030441202002564376,0.0,0,2,0.0,0,2,-1.0,0
39,68,0,0.27102803738317754,4.079181246047625,0.02109947357913298,-1.4749551929631548,0.03889204315551509,0.0,0,2,0.0,0,2,-1.0,0
49,81,1,0.24615384615384617,4.008600171761918,0.00011027673609111982,-0.5575202309355514,0.01881420138209033,1.0,-1,1,0.0,1,0,1.0,-1
75,120,0,0.23076923076923078,3.59659709562646,0.03353413088113716,0.7781512503836436,0.07238241365054196,0.0,0,2,1.5,-1,1,-1.0,0
40,59,0,0.1919191919191919,3.673020907128896,0.0014660896522848627,0.3222192947339193,0.020680689614440563,0.5,1,1,4.5,1,0,4.0,1
23,38,0,0.2459016393442623,4.089905111439398,0.008262187704500887,-1.3169529617611504,0.005406155376389026,1.5,-1,1,1.5,-1,1,0.0,1
46,82,-1,0.28125,4.012837224705172,0.024581910965980173,-1.4436974992327127,0.0603186780421183,0.0,1,0,0.0,0,2,-1.0,0
47,65,1,0.16071428571428573,3.6009728956867484,0.0002644951355952135,4.054613054556888,0.0013787126409627042,2.0,-1,1,0.0,0,2,-1.0,0
29,41,1,0.17142857142857143,3.8182258936139557,0.0001452048419737316,1.6483600109809315,0.0029278279678870904,6.0,-1,0,0.0,0,2,-1.0,0
22,38,-1,0.26666666666666666,4.037426497940624,0.011992902665401725,-1.6536470255493614,0.031300503200234364,0.0,1,0,0.0,0,2,-1.0,0
84,135,0,0.2328767123287671,3.357934847000454,0.00306672857835191,2.792251571903264,0.04120121899953405,4.5,1,1,4.5,-1,1,0.0,-1
52,84,-1,0.23529411764705882,3.708420900134713,0.0011983468091655285,1.2469906992415498,0.001967358921419034,0.0,1,0,1.0,-1,1,1.0,-1
25,33,1,0.13793103448275862,3.800717078282385,0.00018622437436041335,0.47712125471966244,0.014476482730108394,1.0,1,0,0.0,0,2,-1.0,0
87,144,0,0.24675324675324675,3.586587304671755,0.0015414078761851163,1.24551266781415,0.012337911417706016,0.5,1,1,2.5,1,1,2.0,1
76,120,-1,0.22448979591836735,3.060697840353612,0.020921664606469693,3.3209766773428235,0.0024887935925687783,0.0,1,0,1.0,0,1,-1.0,0
39,69,1,0.2777777777777778,4.14921911265538,0.022207540528527983,-1.5228787452803376,0.07238241365054196,0.0,0,2,0.0,1,0,-1.0,0
37,53,1,0.17777777777777778,3.8182258936139557,0.0004276942618135367,2.1986570869544226,0.010994797010208905,0.0,-1,0,0.0,1,0,0.0,-1
45,81,1,0.2857142857142857,4.161368002234975,0.01916885989090215,-1.7212463990471711,0.06857281293209239,0.0,0,2,0.0,1,0,-1.0,0
36,60,-1,0.25,3.9175055095525466,0.0010240317287924317,-1.0969100130080565,0.03257208614274388,0.0,1,0,2.0,-1,1,2.0,-1
32,54,-1,0.2558139534883721,3.9804578922761,0.01985216407863191,-0.645891560852599,0.040354796991010126,0.0,1,0,1.0,-1,1,1.0,-1
28,40,-1,0.17647058823529413,3.322219294733919,0.000696939240006647,1.462397997898956,0.029951343579534606,0.0,1,0,1.0,1,0,1.0,1
62,101,0,0.2392638036809816,3.775974331129369,0.0005390489297995135,0.22271647114758325,0.04811046655814466,0.0,0,2,0.0,0,2,-1.0,0
66,103,0,0.21893491124260356,3.505149978319906,0.040715107678429854,1.591064607026499,0.0890860475698978,2.5,-1,1,3.5,-1,0,1.0,1
52,88,-1,0.2571428571428571,3.859138297294531,0.0011232789504274977,-0.4546928835341759,0.006186531081242903,0.0,1,0,2.0,-1,1,2.0,-1
59,94,0,0.22875816993464052,3.760422483423212,0.0009123200053870393,0.6324572921847242,0.007086390147605507,1.5,-1,1,1.5,-1,1,0.0,1
26,46,-1,0.2777777777777778,4.041392685158225,0.023017607540872346,-1.7212463990471711,0.09143041724278986,0.0,1,0,6.0,-1,1,6.0,-1
50,71,0,0.17355371900826447,2.60422605308447,0.0027224430208860556,4.988469770209876,0.0006422099547552706,1.5,1,0,0.0,0,2,-1.0,0
88,137,0,0.21777777777777776,2.550228353055094,0.006116823688778194,6.106775457873851,0.005868844350043942,0.5,1,0,1.5,-1,1,1.0,-1
59,87,1,0.1917808219178082,3.6283889300503116,0.0035050119363015378,3.159988050381987,0.001802799841856587,2.0,-1,1,0.0,0,2,-1.0,0
43,73,1,0.25862068965517243,4.107209969647869,0.01011091840681008,-1.2441251443275085,0.02285760431069746,0.0,0,2,0.0,1,0,-1.0,0
45,77,1,0.26229508196721313,4.103803720955957,0.010293121185266046,-1.2814983111327258,0.012455864681737625,0.0,0,2,0.0,1,0,-1.0,0
43,68,0,0.22522522522522523,3.8898617212581885,0.0007723278157557829,-0.4559319556497244,0.026057668914195108,2.5,1,1,2.5,1,1,0.0,1
19,26,0,0.15555555555555556,3.622214022966295,6.592154904307115e-05,3.0283271984675686,0.010497280900415868,1.5,1,0,3.5,-1,0,2.0,-1
7,15,1,0.36363636363636365,4.350248018334163,0.004168451500410676,-1.679853713888946,0.04363724459314971,0.0,-1,1,0.0,1,0,0.0,-1
59,86,0,0.18620689655172415,3.255272505103306,0.0016961612265443669,4.333148909462587,0.0006534019286408001,3.5,1,0,0.0,0,2,-1.0,0
83,128,0,0.2132701421800948,2.75815462196739,0.0041079861988056274,2.1085650237328344,0.006088240400512875,4.5,-1,0,4.5,1,0,0.0,-1
71,113,1,0.22826086956521738,3.7151673578484576,0.017070534548798335,1.2787536009528289,0.04571520862139493,3.0,1,1,0.0,1,0,3.0,1
22,35,0,0.22807017543859648,4.0,0.009641337498252191,-1.0268721464003014,0.036961232502404406,0.0,0,2,0.0,0,2,-1.0,0
62,102,-1,0.24390243902439024,3.724275869600789,0.0003761154097992312,0.15228834438305647,0.018350471066334584,0.0,1,0,3.0,-1,1,3.0,-1
78,124,-1,0.22772277227722773,3.220108088040055,0.008947512819934465,5.199755177253475,0.14805493701247222,0.0,1,0,1.0,-1,1,1.0,-1
59,85,1,0.18055555555555555,3.4756711883244296,0.00034859757744742616,3.0156949885265183,0.0007539834755264787,0.0,-1,0,0.0,1,0,0.0,-1
53,79,1,0.19696969696969696,3.552668216112193,0.0004939035284389922,3.9149795852802614,0.0003232631110099076,4.0,1,0,0.0,0,2,-1.0,0
60,98,-1,0.24050632911392406,3.7218106152125467,0.00012938184754992513,-0.08618614761628333,0.013505499132357221,0.0,1,0,0.0,0,2,-1.0,0
30,51,0,0.25925925925925924,4.056904851336473,0.00022819508303512968,-0.5237482039929664,0.0060923073613682625,2.5,1,1,2.5,-1,0,0.0,-1
87,139,1,0.23008849557522124,3.5854607295085006,0.0007354805251971951,1.6901960800285136,0.008863152691903098,1.0,-1,0,0.0,1,0,1.0,-1
47,67,1,0.17543859649122806,3.7058637122839193,0.00039069405163343713,0.6618126855372612,0.009461753418371499,1.0,1,0,0.0,0,2,-1.0,0
7,13,1,0.3,4.252853030979893,0.0019118662108366616,-0.8664610916297825,0.009580025336101142,2.0,-1,1,0.0,1,0,2.0,-1
40,57,0,0.17525773195876287,3.424881636631067,0.0006922588734096946,4.780291383337379,0.000207436614438236,0.5,1,0,4.5,1,0,4.0,1
55,93,1,0.25675675675675674,4.02530586526477,0.0005367224257483583,-0.8210230527068306,0.005752244793420553,0.0,0,2,0.0,1,0,-1.0,0
56,90,-1,0.2328767123287671,3.6384892569546374,0.00024260588299423032,0.3344537511509309,0.008042490405615773,0.0,1,0,2.0,-1,1,2.0,-1
86,143,0,0.24890829694323144,3.56702636615906,0.001635960243483794,1.0791812460476249,0.04523900853158873,2.5,1,1,0.5,1,1,2.0,1
51,86,0,0.25547445255474455,3.9656719712201065,0.002453481813349539,-0.2958494831602009,0.014590921328765376,0.0,0,2,0.0,0,2,-1.0,0
29,50,0,0.26582278481012656,4.041392685158225,0.004145538236349222,-0.6179829574251317,0.0059467709140279285,0.0,0,2,4.5,1,0,-1.0,0
44,80,-1,0.2903225806451613,4.045322978786658,0.02820957850921122,-1.8239087409443189,0.08685889638065035,0.0,1,0,0.0,0,2,-1.0,0
53,77,1,0.18461538461538463,3.4683473304121573,0.0004653155163249126,4.648320971520084,0.0003513709400511746,5.0,1,0,0.0,0,2,-1.0,0
32,48,-1,0.2,3.4265112613645754,0.000635989297468807,1.469822015978163,0.005888738737671212,0.0,1,0,1.0,1,0,1.0,1
64,105,0,0.24260355029585798,3.8188854145940097,0.03295102290616478,-0.04963514562387693,0.04430582718968151,0.0,0,2,0.0,0,2,-1.0,0
57,85,1,0.19718309859154928,3.6532125137753435,0.0005636177276255534,3.740993931584886,0.0023654383545928747,2.0,-1,0,0.0,0,2,-1.0,0
60,96,-1,0.23076923076923078,3.597695185925512,0.00019301976973477855,0.7218106152125465,0.018954028621963555,0.0,1,0,4.0,1,1,4.0,1
40,58,-1,0.1836734693877551,3.3502480183341627,0.0019019771729780804,1.4871383754771865,0.005658560024798069,0.0,1,0,1.0,1,0,1.0,1
24,40,-1,0.25,3.9703468762300935,0.013903003221528083,-1.3665315444204136,0.010099871672168645,0.0,1,0,1.0,1,1,1.0,1
67,101,1,0.20238095238095238,3.4668676203541096,0.004446701179896775,2.2538224387080734,0.010167429342216597,3.0,1,0,0.0,0,2,-1.0,0
63,106,0,0.25443786982248523,3.91539983521227,0.03377259640559917,-0.41005039867429227,0.10047944311386289,0.0,0,2,0.0,0,2,-1.0,0
65,97,1,0.19753086419753085,3.361727836017593,0.0004078591656134887,2.658964842664435,0.009714481832046422,1.0,-1,0,0.0,0,2,-1.0,0
46,83,0,0.2868217054263566,4.143014800254095,0.02252707348577299,-1.5086383061657274,0.0980664959136375,0.0,0,2,4.5,1,1,-1.0,0
50,75,0,0.2,3.3729120029701067,0.00039748986479280676,5.920320384457309,0.0006761902873727192,5.5,-1,0,3.5,1,0,2.0,-1
58,91,0,0.2214765100671141,3.639486489268586,0.0014144453309693063,0.7160033436347992,0.025055450879033755,1.5,-1,1,2.5,1,1,1.0,-1
57,89,1,0.2191780821917808,3.806179973983887,0.0009975201381215314,0.785329835010767,0.021358745011635333,2.0,-1,1,0.0,1,0,2.0,-1
23,39,1,0.25806451612903225,4.193124598354461,0.007349598924516568,-1.473660722610156,0.029728491320758305,0.0,0,2,0.0,1,0,-1.0,0
15,30,0,0.3333333333333333,4.285557309007774,0.013118843676144859,-1.6197887582883939,0.1990516375389904,0.0,0,2,1.5,-1,1,-1.0,0
64,107,0,0.25146198830409355,3.8785217955012063,0.0367656704256721,-0.4067139329795427,0.1551051721083042,0.0,0,2,0.0,0,2,-1.0,0
11,23,1,0.35294117647058826,4.367355921026019,0.011164909642062137,-2.2596373105057563,0.07896263307331851,0.0,0,2,0.0,1,0,-1.0,0
47,75,1,0.22950819672131148,3.9777236052888476,0.0017463209693372862,-0.6989700043360187,0.10857362047581294,9.0,-1,1,0.0,1,0,9.0,-1
47,81,1,0.265625,4.096910013008056,0.010423067565678042,-1.176525770829699,0.015650251600117182,0.0,0,2,0.0,1,0,-1.0,0
29,52,0,0.2839506172839506,4.152288344383057,0.009175235533167292,-1.1354889189416082,0.040344296133088965,0.0,0,2,2.5,1,1,-1.0,0
42,62,-1,0.19230769230769232,3.3324384599156054,0.004868138145985287,1.7737864449811935,0.008042490405615775,0.0,1,0,3.0,1,1,3.0,1
18,25,0,0.16279069767441862,3.658964842664435,0.0005066768955537938,2.5081255360831993,0.004852452311768176,2.5,-1,1,1.5,1,0,1.0,-1
59,83,1,0.16901408450704225,3.3344537511509307,0.0002734446737909363,4.8377903887073685,0.000908565861722284,2.0,-1,0,0.0,0,2,-1.0,0
9,16,0,0.28,4.123851640967086,0.0032653720443853516,-1.0915149811213503,0.053616602704105155,2.5,1,1,0.5,1,0,2.0,1
32,55,0,0.26436781609195403,4.079181246047625,0.010857362047581295,-0.9871627752948278,0.01686580512245638,0.0,0,2,1.5,-1,1,-1.0,0
15,23,1,0.21052631578947367,4.086359830674748,0.002595087518913693,-0.1938200260161128,0.09500191791633632,2.0,-1,1,0.0,1,0,2.0,-1
61,93,1,0.2077922077922078,3.621176281775035,0.0025974550353065297,2.2062860444124324,0.011343512587025234,3.0,0,1,0.0,0,2,-1.0,0
46,70,-1,0.20689655172413793,3.432969290874406,0.0012564091284581159,1.0681858617461617,0.02227151189247445,0.0,1,0,0.0,-1,1,0.0,-1
74,111,0,0.2,2.6344772701607315,0.0006660525580929221,6.81099556017836,0.0023193296763858572,1.5,-1,0,0.0,0,2,-1.0,0
61,103,1,0.25609756097560976,3.9804578922761,0.018171317234445684,-0.5528419686577808,0.055062336098447996,0.0,0,2,0.0,1,0,-1.0,0
36,57,0,0.22580645161290322,3.9283958522567137,0.00042097884920338797,0.10856502373283448,0.0033823557780627085,0.5,1,0,2.5,-1,0,2.0,-1
60,102,-1,0.25925925925925924,3.846955325019824,0.030888654473915488,-0.5086383061657274,0.028018998832467855,0.0,1,0,0.0,0,2,-1.0,0
71,106,0,0.1977401129943503,2.6954816764901977,0.0006934702211035795,5.7591524884396845,0.00010453592054477118,3.5,1,0,11.5,1,0,8.0,1
